"id_list","star_list","txt_list"
"himi****","4","같은 감독이맞는지, 영화자체가 너무 삼류라 배우들연기력이 오히려 죽는다 근래본 영화들 중 최악  "
"자칭모기(choi****)","2","내용이 뻔했음.. 진선규, 최귀화 배우님 연기력 아니었음 정말 지루하고 재미없었을듯  "
"스누(luie****)","1","솔직히 1점은 아니고 2점정도 되는데 알바들 너무 많인서 벨런스 맞추려고 1점 준다.  "
"플라잉(ha2b****)","6","솔직히 그냥그래 과거에 많이 보던 그런식의 영화  "
"김유미(kume****)","4","아무생각없이 영화보는 스타일인데 흠 아무생각없이봐도 그닥이내요 그나마 마동석때문에 4점드림  "
"텔레비공돌(bis8****)","1","진뷰하네요. . . .너무 기대를했나. . .  "
"aaa(wi94****)","1","수준이하의 쓰레기 저질영화  "
"김첨지(dbrx****)","1","너무나도 진부한 전개와 코믹과 액션 모두 별로였음.  "
"녕이(3eon****)","2","다운받아서 봐도 그닥일것 같아요 보고나서 후회했어요 진심.  "
"감자우유(rate****)","1","만원으로 그냥 9000원 짜리 치킨이랑 1000원 짜리 음료수 드세요~  "
"수비는반다이크(kiml****)","4","9점을 받을 영화는 절대 아닙니더  "
"스마일YU(tbdd****)","1","할말없음 개연성없고 스토리 엉망  배우들 아까움 연출 바보 티켓값 내놔 ㅠㅠ  "
"착한늑대(spfm****)","1","진짜 개노잼영화관에서 잔건 처음이다댓글알바들한테 제대로낚였네 ㅡㅡ  "
"달자네오빠(maxx****)","1","이 좋은배우들로 대체 무슨짓을 해놓은건지;; 간만에 돈아깝고 시간아까운영화  "
"5398****","2","노잼개연성 너무 없고웃음포인트랑 진지한 포인트잘 못 짚음  "
"byule(jiun****)","1","전라도 깡패새끼 미화영화  "
"쿠쿠(ekdm****)","1","불면증이신분들 꼭 보세요..잠이 소르소르..^^ 자다 언제 깨도 영화가 자연스럽습니다^^,,  "
"wlst****","1","이런 스토리의 영화가 아직 나오는구나...하고 정말 지루했던 영화...첫 장면부터 엥??? 김래원만 멋있었네요  "
"zkfflf7(123e****)","2","별주기도 아깝다차라리 다봐라 전국민 개망신당하게  "
"jlov****","2","'내가너무늦었죠?' 라는 대사에서 오그라들은 내손이 지금까지도안펴진다.  "
"님님님님님님(kili****)","1","이런걸 영화라고하니 참 아쉽다. 이걸 보고 나서 한국 영화 퀄리티는 향상될 날을 상상을 아예 못하겠다.  "
"cara****","10","너무 재밌게 봤어요~~~♡김래원도 오랜만에 착한역으로 나와서 더 좋았고연기도 역시 짱짱맨~~!!^^*  "
"아리(dmsq****)","10","넘 재밌어요~~~~극한직업보다~ㅎ  "
"hlpa****","10","솔직히 재미는 기대하지 않았는데 정말 재밌었습니다. 특히 여자주인공 올해 영화로 두번 본 것 같은데 연기 갑..  "
"유승호(tmdg****)","10","솔직히 잼나게봤습니다  "
"동동도(3124****)","10","대박입니다 김래원씨 잘봤어요  "
"rhdw****","10","진짜 너무 재밋었어요 .... 김래원님 연기 뭐라 할께없네요 ㅜㅜ 감동적이고 올해영화중 젤재미남  "
"라이프엔젤(cyye****)","10","리얼과 코믹이 어울어지는 영화 입니다.  "
"리마(leam****)","9","기대 안하고 봤는데,재미있네요.ㅎ명품배우들의 연기가 볼 만합니다.김래원.최귀화 말할 것도 없고.엔딩쯤에 진선규 배우의 찰진 사투리욕 때문에.빵빵 터졌어요.ㅎ까메오 보는 맛도 쏠쏠합니다.  "
"태여잇(kty0****)","1","원진아씨 연기너무 어색하네요 거슬려요 많이  "
"음리아ㅓ림ㅅ(alst****)","10","평점테러 뭐냐;; 진짜보고 온거맞어?? 나는 극한직업보다 훨씐 몇배로 재미있던데,,;;??  "
"쇼맨(adsl****)","1","사투리가 거슬린다...  "
"galu****","4","관람객알바댓글에 속다니..분하다!!  "
"McDonald(whcj****)","6","재미없고 돈주고 볼 영화도 아니고 돈줘도 안볼 영화  "
"득구(andr****)","4","댓글올릴때 영화티켓 구매내역 같이 올리게 합시다. 알바들 몰아내자~  "
"Window 5(mrme****)","1","진짜배우 김래원이 언제 돌아오니??  "
"사이다(ajin****)","1","진짜 알바들 나가이끄라  "
"jin6****","1","병맛영화로 만든거라면 성공적이다  "
"kyon****","1","꼭 그렇게 만들어야 했냐!!!  "
"현소(akad****)","2","끝까지 못보고 나왔어요뻔한결말  "
"일편단심바람둥이(zzan****)","1","목포 영웅 손혜원도 봤겠죠????  "
"복순이(qhrt****)","4","내용이 TV  국민여러분과 유사?  ㅜ  "
"밍키(v199****)","1","혹시 햇지만 역시~ 쑤레긔~~~~  "
"꾸미홀릭(ggum****)","2","이게 뭔가했는데 끝도 역시..  "
"옹엉(play****)","1","땟국에 찌들다 못해 썩어버린 플롯.  "
"ZABI(ghkt****)","1","아 베뎃 평점보고 낚였네 재네들 명존쎄하고싶다  "
"미루슈(star****)","4","여기가 알바천국인가요?  "
"멀똥멀똥(4735****)","1","더 이상 국산 영화는 평점을 믿을 수 없네요그만큼 평점이 영화 흥행에 많은 역활을 한다는 것이겠죠?평점 알바 때문에 신뢰만 떨어지네요  "
"bsu1****","1","깡패,조폭,쌍욕 아니고는 답없는 한국영화  "
"우후훗(unbi****)","4","방금 보고 나왔다. 진부함 킬링타임용으로는 ㄱㅊ 밑에 극찬은 알바인듯 !  "
"힘들지만(ksa9****)","4","제일 감명깊게 본 웹툰 중 하나여서 관람했지만 기대이하.웹툰이 담아내는 의미와 너무 다른 방향으로 감독이 각색을 했음.개연성 제로 수준의 각색과 억지스러운 코믹요소.웹툰 원작을 보고서 기대한 사람들이라면 보지말 것을 추천  "
"아니내가고자라니(ch13****)","1","신파+클리셰 떡칠입니다  "
"A Shiningwave(chae****)","5","김래원 배우님을 봐서 만족. 스토리는 그닥... 킬링 타임용. 근데 알바가 진짜 있긴 있나보구나..  "
"카리미쫑(gyho****)","1","와.. 진짜 대단하다.. 어떻게 이런걸로 돈을 받을 생각을 다하냐.. 뻔뻔의 극치다 감독.. 돈내놔라 돈 받고 영화봐야 될판..;;;  "
"공도원(gdw2****)","1","알바들 평점에 속지마세여 노잼임  "
"onlySG(sang****)","1","조오오온나 재미없음 걸캅스보다 쓰레기  "
"sang****","1","하 씨발 OOO기 영화.. 부서회식으로 본 영화라서 끝까지 봤다. 개인돈 줬으면 바로 튀어나왔을텐데.. 흑흑흑  "
"이재원(noza****)","1","시간은 돈이다? 내 시간은 어떡할껀데?  "
"이현정(pink****)","10","와진짜 기대없이봤는데 너무재밌음 김래원 겁나섹시...  "
"손용운(rlcy****)","1","진짜 평점조작 개심하네. 티가 적당히 나야지 알바티 너무 나잖아 ㅡㅡ 그렇게 돈 벌고 싶냐?  "
"sung****","1","관람객이게  영화냐?레알  대실망  한다 역대급  개노잼  "
"울꼬얏(jjm1****)","4","오그라드는건달영화...유치한면이좀많았습니다. 극찬하는 평점보고 낚인듯..  "
"유리내(kala****)","1","알바들이 더렵혀논 평점 복구를 위해서  "
"yamajjang(miry****)","2","보다가 잤다. 초반 스토리 엉성. 그다음 모름  "
"yanggun(hcya****)","1","아는 동생이랑 봤다가 서로 유치하고 재미없다고 투덜거리며 나옴~~ 9점 영화는 아님~~~ 솔직히 평하면 5.5점 영화~~ 해바라기 생각하고 갔다가 개실망하고 나옴~~ 김래원은 해바라기같은  영화 찍기를  "
"chee****","6","어느 부분이 재밌는지 설명 좀...  정치영화에 감성팔이하는거 보면 재밌니 다들??  "
"hhtt****","1","평점 알바들 대단하네요 얼마나 받으세요  "
"pshp****","6","보는 사람들 다들 무표정이던데ㆍ재밌다니 할말이 ㆍㆍ난 절반보다 나가버렸는데ㆍ김래원은 왜 이런 영화를 찍었을까  "
"김방영(1987****)","1","관람객최악의 영화였습니다.  "
"구찬어(net_****)","1","다 알바냐? 와 진짜 개소름돋네 걸캅스 안봤는데 걸캅스가 더 재미있을듯 시간 돈 다 낭비하고왔다 개뻔한ㅜ결말 개뻔한 스토리 이 좋은 배우들 가지고 이정도밖에 못찍냐 으휴 한숨만..  "
"choijh(choi****)","2","흐.... 범죄도시 감독님이라 믿고 봤는데ㅠㅠ..  "
"쩡(fant****)","1","평점을 보니 저랑 다른영화 보셨나 의심이 되네요..아님 알바인가?보다가 나가고싶다는 마음 드는 영화 오랜만이에요.저처럼 별점에 속지 마시고 다른거 보세요..꼭 보시고싶으면 나중에 티비로 보세요, 명절에요.  "
"강성진(pooh****)","1","여기 진짜 다 알바다 내인생의 쓰레기 영화  "
"다른세계(qpqp****)","1","55미...민주화으 성지 절라도와 관련된 영화를 이렇게 허벌나게 재미없게 만들어부러?잠깐 기다리쇼잉 진정한 목포 갱스터들을 불러다 감독 배때지에 칼빵을 쑤셔불랑께....ㅋㅋㅋ  "
"PnOmeiSteR(pnom****)","10","뻔하게 예상되는 이야기일 것 같아서 기대를 안하고 봤는데 정말 재미있고 센스 넘치게 잘 만들었습니다.극한 직업을 재미있게 보셨다면 이게 더 재미있을 겁니다.쿠키영상 기대하세요~~  "
"전설(dlag****)","8","관람객갓래원   그냥 아무생각없이 보기 좋음  "
"커피(lkh8****)","1","알바참많네...한국영화 수준  "
"무양(wave****)","2","영화 발전을 위해 별점 그냥 별루....  "
"좋은사람(6har****)","2","그냥 추석특집으로 보세요  "
"nike****","5","한물간 추억의 조폭영화.목포영웅  "
"꽃 보다 멋찐 남편(nudd****)","3","이 영화도 알바판이냐? 대~~~단하다.  "
"너구리(woog****)","2","안봤고 볼생각도 없고 본다고해도 2점정도일듯 범죄도시도 개구렸다 어설픈 연변사투리 중국어 뻔한 마동석 이번에도 김래원 그대로 최귀화 똥폼잡던데 암튼 맥스200만본다  "
"양과(dama****)","2","가슴에 손을 얹고...진짜 재밌디?이건 시나리오 대본 연출 감독 전부 역량미달로 보인다. 액션미흡, 어설픈 코미디,매끄럽지못한 전개, 부족한 대사! 진짜 준비가 부족한작품이다.  "
"tjsd****","1","ㅋㅋ댓글 알바에 속지마세요^^  "
"zeph****","1","평점알바 테러 ㄷㄷㄷㄷ  "
"레인보우(aozo****)","1","싸구려 조폭영화 이제그만... 좀 인간들아..충무로 벌레들아  "
"yuyub(dbql****)","1","진짜 개쌉노잼입니다,, 범죄도시 흥했다고 너무 우려먹는 거 같고; 마지막에 억지로 웃음 짜내려는 설정,, 최근 본 영화 중 제일 재미 없고 돈 아까움  "
"kkey****","2","관람객재미 더럽게도 느없네요여기도 내용도꽝  "
"dugd****","1","배우들이 아까워요 대체 장르가 뭔가요?영화 중간까진 이거뭐지?잼있지도 않고 소재도 선거활동 내용이라 호감한개도 안가고 집에갈까?생각도 함~1점줘야겠다 생각했는데 그나마 중간부터 조금 코믹요소 나오고 액션 쬐끔 나와서 겨우 시간 채우고 나왔네요 절대비추  "
"3299(sjjg****)","2","노잼이다 김래원과 진선규가 아깝워요  "
"킁이(hear****)","9","이번 주말 흥행예상됨. 작품성 그런건 모르겠고 재밌냐고 물으면 재밌어요.  "
"rive****","4","진짜 알바들이 있긴한가보다범죄도시 만든 감독 맞음?  "
"ahdz****","2","글쎄요...ㅜㅜ전 그닥....별루...죄송  "
"땅콩(jal0****)","10","연기구멍 없고 몰입도 쩔고 중간중간감동부분 설렘부분 묘사 연출 잘되 있음개꿀잼김래원 멋있다역시나 잘만든 한국 액션영화  "
"예나(hanm****)","6","댓글 알바 심하네 여주랑 남주가 너무 안어울림 첫눈에 반한 설정인데 여주가 별로.. 그리고 내용뻔함 그냥 킬링타임용  "
"박소현(thgu****)","2","헐 나만 재미없었나.. 감을 못잡겠던데... 마동석만 반가웠을뿐..  "
"미아(herm****)","2","리뷰 알바들한테 된통 당했네요 ㅜ  "
"리즈 지원(jiwo****)","1","진짜재미없네요..;알바에낚이지마삼 액션 멜로 코미디 이중 하나도없는영화 처음봄  "
"hohong8(pica****)","2","알바들 너무하다 ㅋㅋㅋㅋ  "
"십원짜리(yilg****)","2","글쓴사람들 왠지 사무적이고 귀찮음이 느껴진다. 알바 더럽게 많은듯  "
"amar****","1","하..네이버 평점에 속다니...  "
"비나(qlsg****)","1","알바 댓글 속지마세요 진짜 재미없고 보고 나오다가 이건 뭔 장르여 하고 나왔습니다배우들이 너무 아깝네요  "
"똥깡세이(emy7****)","5","정말 알바가 뭔지를 보여준 영화!! 핵노잼  "
"shushu(mayb****)","1","너무 진부한 전형적인 한국영화. 여주인공인 원진아는 눈썹만 꿈틀대며 연기하는데 개 어색돋고..;; 돈만 아까움 ㅡㅡ 평점 한 6점이면 적정. 영화 수준에 비해 평점이 너무 높아서 1점드려요^_^ 평점 알바에 속지마세요  "
"매직아워(eilo****)","1","처음엔 무려 4점씩이나 기꺼이 줄 생각이었어요. 그런데 6시 8분부터 20분까지 가장 접속량 드문 시간대 18분간 말도 안되는 확률로 영혼없는 평점 뻥튀기들이 분포하는걸 보며 너무 분해서... 너무나도 양심없이 구는게 괘씸해서...  이렇게 조절해요.  "
"yhr9****","1","진짜 제점수는 한6점됩니다 근데알바가너무많아서..ㅎ;;(양해좀)저는 웹툰을 너무 재미있게봤는데 웹툰이 워낙명작이고 많이나와 그런지 영화로 표현하기엔 힘든부분이 있네요.영화도 나름 재밌었습니다. 근데 영화보고 재밌다하신분들!! 꼭웹툰보십시오..갓띵작  "
"941026(gaye****)","2","극한직업보다 재미있다는 댓글보고 기대하고갔더니 기대이하임... 아무생각없이보기에도 그닥일듯 평점 높은데다 호평인이유 모르겟음 알바들임?  "
"jsyc****","1","알바가 있긴 있군요. 이 영화보고 한동안 한국 영화 트라우마 걸릴거 같습니다. 아무리 평점 알마 발악을 한들  바뀌겠습니까? 영화는 입소문이에요.  노잼영화로 그냥 찍혔어요. 이건 조폭영화도 아니고, 멜로도 아니고, 무슨 똥짬뽕인지. 웃기지도 않아.  "
"일산빵셔틀(rnra****)","2","진심 평점 실환가? 영화 시작하자마자 건달두목이 뺨맞고 사랑에빠져서 착해지는영화가? 영화니까 그럴수도있지 하는 수준을 한참넘어선 억지의 억지 어거지로 꾸역꾸역 끼어맞추기영화 범죄도시 10점줬었는데 이건 진짜 좀 심하다  "
"잠만뼈맞았어(meta****)","10","오태식이 돌아왔구나..  "
"레드앤화이트(wjdg****)","10","태식이형왔슨께 동네 양갱이들 개과천선 하자  "
"최뀨(chlr****)","1","진짜 알바수준봐라ㅋㅋ내가 살다살다 이런 영화를 돈주고 본거에 분노했다 중간에 ㄹㅇ나옴  "
"Mean(alex****)","10","대작을 이뤄내기엔 퀄리티가 부족 ㅠㅠ 하지만 재밌어  "
"ㅂㅂㅇ love(ming****)","10","일단 원작이 훌륭한 만큼 !!  "
"윤석훈(july****)","10","너무 재밌게 봤어요~ㅎㅎ  "
"이나(cjst****)","10","극한직업만큼 재미있어요.기대하지않고 봤다가 깜놀^^  "
"그럼저는요(yj08****)","8","엄청 재밌는건 아니고 볼만함..진짜 김래원 연기만 보임  "
"1002****","10","김래원 더 알고 싶은배우 멋쪄요~!!!♡  "
